bin,total_bp,archaea_prop,bacteria_prop,eukarya_prop,prokarya_prop,organelle_prop,unknown_prop,archaea,bacteria,eukarya,prokarya,organelle,unknown
deep_MAG_0019,2780895,0.0,0.9935858779277894,0.0,0.0,0.0,0.0,0,2763058,0,0,0,0
deep_MAG_0169,3164153,0.0,0.9673508202669087,0.0,0.0,0.0,0.0,0,3060846,0,0,0,0
deep_MAG_0064,4079134,0.0,0.9971172802854723,0.0,0.0,0.0,0.0,0,4067375,0,0,0,0
deep_MAG_0013,2454194,0.0,0.9949845040775097,0.0,0.0,0.0,0.0,0,2441885,0,0,0,0
deep_MAG_0559,2224602,0.0,0.965071954443986,0.0,0.0,0.0,0.0,0,2146901,0,0,0,0
deep_MAG_0367,4648838,0.0,0.9952829072555336,0.0,0.0,0.0,0.0,0,4626909,0,0,0,0
deep_MAG_0383,2753922,0.0014590100954202769,0.8944915651205808,0.0,0.0,0.0,0.0,4018,2463360,0,0,0,0
deep_MAG_0045,3883005,0.0,0.9424041431829214,0.0,0.0,0.0,0.0,0,3659360,0,0,0,0
deep_MAG_0578,3333333,0.0,0.99781719978172,0.0,0.0,0.0,0.0,0,3326057,0,0,0,0
deep_MAG_0572,3415122,0.0,0.9952924082946378,0.0,0.0,0.0,0.0,0,3399045,0,0,0,0
deep_MAG_0491,2431280,0.0,0.9988364153861341,0.0,0.0,0.0,0.0,0,2428451,0,0,0,0
deep_MAG_0505,3155360,0.0009596369352466913,0.8898227143653973,0.0,0.0,0.0,0.0,3028,2807711,0,0,0,0
deep_MAG_0142,1316066,0.890212193005518,0.0,0.0,0.005056737276094056,0.0,0.0,1171578,0,0,6655,0,0
deep_MAG_0606,3818976,0.0,0.99892143862648,0.0,0.0,0.0,0.0,0,3814857,0,0,0,0
deep_MAG_0241,1020381,0.7960252101910953,0.03789662880825888,0.0,0.06497474962783509,0.0,0.0,812249,38669,0,66299,0,0
deep_MAG_0430,3713693,0.0,0.962283904458446,0.0,0.0,0.0,0.0,0,3573627,0,0,0,0
deep_MAG_0194,1372107,0.011864963884011962,0.82530006770609,0.0,0.00984106924605734,0.0,0.0,16280,1132400,0,13503,0,0
deep_MAG_0093,1317362,0.9852644907018724,0.0,0.0,0.0,0.0,0.0,1297950,0,0,0,0,0
deep_MAG_0309,3333895,0.002487180910016662,0.9459824019652688,0.0,0.01008340094694044,0.0,0.0,8292,3153806,0,33617,0,0
deep_MAG_0273,1432654,0.7715435827492193,0.0,0.0,0.0,0.0,0.0,1105355,0,0,0,0,0
deep_MAG_0390,2398383,0.0,0.9939642667580616,0.0,0.0,0.0,0.0,0,2383907,0,0,0,0
deep_MAG_0303,3333582,0.0,1.0,0.0,0.0,0.0,0.0,0,3333582,0,0,0,0
CPC-41,3448277,0.0,1.0,0.0,0.0,0.0,0.0,0,3448277,0,0,0,0
CPC-316,3334233,0.0,1.0,0.0,0.0,0.0,0.0,0,3334233,0,0,0,0
CPC-79,4078500,0.016041681990928036,0.974693392178497,0.0,0.004483511094765232,0.0,0.004781414735809734,65426,3975287,0,18286,0,19501
CPC-97,1654937,0.07487052377220402,0.3703941600193844,0.0,0.5547353162084115,0.0,0.0,123906,612979,0,918052,0,0
CPC-73,2059111,0.0,1.0,0.0,0.0,0.0,0.0,0,2059111,0,0,0,0
CPC-288,1980058,0.021130694151383446,0.9056709449925204,0.0,0.06405418427136983,0.0,0.009144176584726306,41840,1793281,0,126831,0,18106
CPC-25,3437953,0.0,1.0,0.0,0.0,0.0,0.0,0,3437953,0,0,0,0
CPC-58,2908243,0.0,1.0,0.0,0.0,0.0,0.0,0,2908243,0,0,0,0
CPC-17,4947698,0.0,1.0,0.0,0.0,0.0,0.0,0,4947698,0,0,0,0
CPC-67,3073893,0.007117033676839109,0.9842499397344019,0.0,0.008633026588758945,0.0,0.0,21877,3025479,0,26537,0,0
CPC-296,634247,0.0,0.9601937415549463,0.0,0.03980625844505374,0.0,0.0,0,609000,0,25247,0,0
CPC-7,3563707,0.0,1.0,0.0,0.0,0.0,0.0,0,3563707,0,0,0,0
CPC-28,4126914,0.0,1.0,0.0,0.0,0.0,0.0,0,4126914,0,0,0,0
CPC-74,1880323,0.00745829306986087,0.9666291376534776,0.0,0.022330737857272395,0.0,0.0035818314193891156,14024,1817575,0,41989,0,6735
CPC-323,1565616,0.0,1.0,0.0,0.0,0.0,0.0,0,1565616,0,0,0,0
CPC-48,4321600,0.0,1.0,0.0,0.0,0.0,0.0,0,4321600,0,0,0,0
CPC-327,3226856,0.0018249962192301112,0.9981750037807698,0.0,0.0,0.0,0.0,5889,3220967,0,0,0,0
CPC-70,3401895,0.006935546217622825,0.9855145440996856,0.0,0.0,0.0,0.007549909682691558,23594,3352617,0,0,0,25684
CPC-19,6558740,0.0,0.9989714487843702,0.0,0.0,0.0010285512156298314,0.0,0,6551994,0,0,6746,0
CPC-80,2153521,0.0,1.0,0.0,0.0,0.0,0.0,0,2153521,0,0,0,0
CPC-13,5031000,0.0,1.0,0.0,0.0,0.0,0.0,0,5031000,0,0,0,0
CPC-32,3420632,0.0,1.0,0.0,0.0,0.0,0.0,0,3420632,0,0,0,0
CPC-45,3599540,0.0,1.0,0.0,0.0,0.0,0.0,0,3599540,0,0,0,0
CPC-320,3369777,0.0,1.0,0.0,0.0,0.0,0.0,0,3369777,0,0,0,0
CPC-75,2236758,0.0,1.0,0.0,0.0,0.0,0.0,0,2236758,0,0,0,0
CPC-47,2113371,0.0,1.0,0.0,0.0,0.0,0.0,0,2113371,0,0,0,0
CPC-322,2727206,0.0077027551274087835,0.9507305278735819,0.0,0.04156671699900924,0.0,0.0,21007,2592838,0,113361,0,0
CPC-297,2981401,0.0919413389879456,0.7395647214178838,0.0,0.16849393959417067,0.0,0.0,274114,2204939,0,502348,0,0
CPC-309,2906968,0.0,0.9902802507629943,0.0,0.004955678906682151,0.0,0.004764070330323554,0,2878713,0,14406,0,13849
CPC-11,3618159,0.0,1.0,0.0,0.0,0.0,0.0,0,3618159,0,0,0,0
CPC-6,4062975,0.0,1.0,0.0,0.0,0.0,0.0,0,4062975,0,0,0,0
CPC-53,3638156,0.0,0.9892516978381356,0.0,0.010748302161864417,0.0,0.0,0,3599052,0,39104,0,0
CPC-24,4047420,0.0,1.0,0.0,0.0,0.0,0.0,0,4047420,0,0,0,0
CPC-85,3593470,0.0065950181857647346,0.9863942094966703,0.0,0.007010772317564916,0.0,0.0,23699,3544578,0,25193,0,0
CPC-16,2679798,0.004735804713638864,0.9881950057429701,0.0,0.007069189543390957,0.0,0.0,12691,2648163,0,18944,0,0
CPC-289,1073347,0.0,0.9926845651965301,0.0,0.0,0.0,0.007315434803469894,0,1065495,0,0,0,7852
CPC-72,3724617,0.01198593036545771,0.9880140696345423,0.0,0.0,0.0,0.0,44643,3679974,0,0,0,0
CPC-98,3481067,0.0,1.0,0.0,0.0,0.0,0.0,0,3481067,0,0,0,0
CPC-33,2058035,0.0,1.0,0.0,0.0,0.0,0.0,0,2058035,0,0,0,0
CPC-5,3343779,0.0,1.0,0.0,0.0,0.0,0.0,0,3343779,0,0,0,0
CPC-12,4461979,0.0,0.9949659108660082,0.0,0.00503408913399189,0.0,0.0,0,4439517,0,22462,0,0
CPC-294,3874193,0.0,1.0,0.0,0.0,0.0,0.0,0,3874193,0,0,0,0
CPC-81,2579736,0.0,1.0,0.0,0.0,0.0,0.0,0,2579736,0,0,0,0
CPC-62,3794800,0.0,1.0,0.0,0.0,0.0,0.0,0,3794800,0,0,0,0
CPC-8,4656670,0.0031990671445474984,0.9855626445507197,0.0,0.0,0.0,0.011238288304732781,14897,4589440,0,0,0,52333
CPC-34,3128815,0.00980435084848417,0.9729606895901484,0.0,0.01723495956136748,0.0,0.0,30676,3044214,0,53925,0,0
CPC-43,4682359,0.0,1.0,0.0,0.0,0.0,0.0,0,4682359,0,0,0,0
CPC-95,4033935,0.0,1.0,0.0,0.0,0.0,0.0,0,4033935,0,0,0,0
IN-1213,1920553,0.01753713643934846,0.9583062794934584,0.0,0.02415658406719315,0.0,0.0,33681,1840478,0,46394,0,0
IN-42,2564331,0.0,1.0,0.0,0.0,0.0,0.0,0,2564331,0,0,0,0
IN-918,1362085,0.9918367796429738,0.008163220357026177,0.0,0.0,0.0,0.0,1350966,11119,0,0,0,0
IN-912,3530789,0.0,1.0,0.0,0.0,0.0,0.0,0,3530789,0,0,0,0
IN-13,4878186,0.010179193659282364,0.9792461788049902,0.0,0.003130876928432003,0.0,0.007443750607295417,49656,4776945,0,15273,0,36312
IN-21,3599778,0.0,1.0,0.0,0.0,0.0,0.0,0,3599778,0,0,0,0
IN-25,2931884,0.0,1.0,0.0,0.0,0.0,0.0,0,2931884,0,0,0,0
IN-3,3810898,0.00899709202397965,0.9797462435363004,0.0,0.0037970053252540477,0.0012361915747941823,0.006223467539671752,34287,3733713,0,14470,4711,23717
IN-924,1977255,0.09732786110036389,0.8083939603136672,0.0,0.09216464239564447,0.0,0.002113536190324465,192442,1598401,0,182233,0,4179
IN-961,1504529,0.9910457026750564,0.008954297324943553,0.0,0.0,0.0,0.0,1491057,13472,0,0,0,0
IN-10,3953385,0.0,1.0,0.0,0.0,0.0,0.0,0,3953385,0,0,0,0
IN-28,3890003,0.0,0.9988943453256977,0.0,0.0,0.0,0.0011056546743023078,0,3885702,0,0,0,4301
IN-22,2725312,0.0,1.0,0.0,0.0,0.0,0.0,0,2725312,0,0,0,0
IN-12,3065870,0.0,0.9753381584998712,0.0,0.013595162221490148,0.0020910867062204205,0.00897559257241827,0,2990260,0,41681,6411,27518
IN-20,3227423,0.0035093013837975374,0.9964906986162024,0.0,0.0,0.0,0.0,11326,3216097,0,0,0,0
IN-1,3834435,0.0,1.0,0.0,0.0,0.0,0.0,0,3834435,0,0,0,0
IN-921,2381509,0.006698274077486166,0.9445515427403381,0.0,0.04875018318217567,0.0,0.0,15952,2249458,0,116099,0,0
IN-27,2239064,0.0,1.0,0.0,0.0,0.0,0.0,0,2239064,0,0,0,0
IN-15,2745037,0.0014979761657128846,0.9985020238342871,0.0,0.0,0.0,0.0,4112,2740925,0,0,0,0
IN-29,3333257,0.0,1.0,0.0,0.0,0.0,0.0,0,3333257,0,0,0,0
IN-5,3129546,0.0,1.0,0.0,0.0,0.0,0.0,0,3129546,0,0,0,0
IN-47,2211714,0.0670534255333194,0.9329465744666806,0.0,0.0,0.0,0.0,148303,2063411,0,0,0,0
IN-40,2046638,0.0024400993238667514,0.995475506660191,0.0,0.002084394015942243,0.0,0.0,4994,2037378,0,4266,0,0
IN-37,1722451,0.974974614662478,0.021666218661662944,0.0,0.0,0.0,0.003359166675858994,1679346,37319,0,0,0,5786
IN-928,3042430,0.0,1.0,0.0,0.0,0.0,0.0,0,3042430,0,0,0,0
IN-16,2855862,0.0,1.0,0.0,0.0,0.0,0.0,0,2855862,0,0,0,0
MED-1008,1858573,0.0,1.0,0.0,0.0,0.0,0.0,0,1858573,0,0,0,0
MED-1105,1861616,0.0,1.0,0.0,0.0,0.0,0.0,0,1861616,0,0,0,0
MED-713,1041846,0.0,1.0,0.0,0.0,0.0,0.0,0,1041846,0,0,0,0
MED-719,4083318,0.0,1.0,0.0,0.0,0.0,0.0,0,4083318,0,0,0,0
MED-614,1903688,0.005906955341421494,0.9864316001361567,0.0,0.0,0.0,0.007661444522421741,11245,1877858,0,0,0,14585
MED-837,1827968,0.005735330158952454,0.9794301650794762,0.0,0.0,0.0,0.014834504761571318,10484,1790367,0,0,0,27117
MED-721,1717845,0.0,1.0,0.0,0.0,0.0,0.0,0,1717845,0,0,0,0
MED-1047,1754951,0.9929895478563219,0.007010452143678085,0.0,0.0,0.0,0.0,1742648,12303,0,0,0,0
MED-626,1193441,0.0,1.0,0.0,0.0,0.0,0.0,0,1193441,0,0,0,0
MED-878,1463536,0.005501743722053984,0.10086051863432126,0.0,0.8936377376436248,0.0,0.0,8052,147613,0,1307871,0,0
MED-670,1303801,0.0,1.0,0.0,0.0,0.0,0.0,0,1303801,0,0,0,0
MED-1116,870948,0.0,0.9706538163013176,0.0,0.0,0.0,0.029346183698682356,0,845389,0,0,0,25559
MED-597,3119853,0.0,1.0,0.0,0.0,0.0,0.0,0,3119853,0,0,0,0
MED-853,2352348,0.907314308937283,0.08832451661063755,0.0,0.004361174452079369,0.0,0.0,2134319,207770,0,10259,0,0
MED-738,1807295,1.0,0.0,0.0,0.0,0.0,0.0,1807295,0,0,0,0,0
MED-1153,1024810,0.0,0.9396190513363453,0.0,0.02229779178579444,0.0,0.038083156877860284,0,962931,0,22851,0,39028
MED-732,1594489,0.0,0.984428867179391,0.0,0.006484836207712941,0.0,0.009086296612896044,0,1569661,0,10340,0,14488
MED-1227,2077567,0.0,0.9774009694994192,0.0,0.007806246441149672,0.0,0.014792784059431055,0,2030616,0,16218,0,30733
MED-861,2696486,0.0,0.9955671937477146,0.0,0.0,0.0,0.004432806252285382,0,2684533,0,0,0,11953
MED-748,2062232,0.0,1.0,0.0,0.0,0.0,0.0,0,2062232,0,0,0,0
MED-632,2948245,0.005841102079372644,0.9784237741436007,0.0,0.0031530622455053768,0.0032334490518935843,0.00934861247962771,17221,2884633,0,9296,9533,27562
MED-645,1455472,0.017952251915529807,0.7534201963349346,0.0,0.22862755174953556,0.0,0.0,26129,1096582,0,332761,0,0
MED-707,1679080,1.0,0.0,0.0,0.0,0.0,0.0,1679080,0,0,0,0,0
MED-972,1747143,0.02972567214017399,0.9275033583398726,0.0,0.01933270487876493,0.0,0.023438264641188502,51935,1620481,0,33777,0,40950
MED-1233,1883303,0.0,0.9686964869699671,0.0,0.03130351303003287,0.0,0.0,0,1824349,0,58954,0,0
MED-621,2236066,0.032668534828578406,0.8783117314068547,0.0,0.07309220747509242,0.0,0.015927526289474463,73049,1963963,0,163439,0,35615
MED-830,1952626,0.0,1.0,0.0,0.0,0.0,0.0,0,1952626,0,0,0,0
MED-619,1616686,0.0,1.0,0.0,0.0,0.0,0.0,0,1616686,0,0,0,0
MED-763,2111841,0.01705194661908733,0.9267875753903821,0.0,0.04165891276852755,0.0,0.014501565222002983,36011,1957228,0,87977,0,30625
MED-769,1263754,0.0,0.8803627921256827,0.0,0.06827594610976503,0.007094735209542363,0.044266526555009914,0,1112562,0,86284,8966,55942
MED-587,3619760,0.0,1.0,0.0,0.0,0.0,0.0,0,3619760,0,0,0,0
MED-1001,1517519,0.05571989543458764,0.13394362772393625,0.0,0.7633136718551794,0.0,0.04702280498629671,84556,203262,0,1158343,0,71358
MED-1076,1524237,0.013217104689100185,0.12229003757289712,0.0,0.8561778778497044,0.0,0.008314979888298211,20146,186399,0,1305018,0,12674
MED-767,1694930,0.0,1.0,0.0,0.0,0.0,0.0,0,1694930,0,0,0,0
MED-806,2656395,0.009786948100715443,0.7963194479736636,0.0,0.193893603925621,0.0,0.0,25998,2115339,0,515058,0,0
MED-728,5163516,0.0,1.0,0.0,0.0,0.0,0.0,0,5163516,0,0,0,0
MED-827,857302,0.0,0.9786306342455751,0.0,0.012483348924882946,0.008886016829541982,0.0,0,838982,0,10702,7618,0
MED-594,2500777,0.007832765576458836,0.9746730716093438,0.0,0.01749416281419735,0.0,0.0,19588,2437440,0,43749,0,0
MED-673,2353118,0.25201583600992383,0.17386420910468578,0.0,0.5647107369881154,0.0,0.00940921789727502,593023,409123,0,1328831,0,22141
MED-815,3392130,0.007503544970269418,0.9887430611444726,0.0,0.0,0.0,0.0037533938852579354,25453,3353945,0,0,0,12732
MED-965,1877216,0.015152225423179858,0.9634900831870173,0.0,0.015785610180181715,0.0,0.005572081209621056,28444,1808679,0,29633,0,10460
MED-746,1674183,0.031782069224212645,0.6630744667697618,0.0,0.2923581233353821,0.0053387234250974955,0.007446617245546037,53209,1110108,0,489461,8938,12467
MED-731,1095174,0.0,0.8364232532912578,0.0,0.16357674670874217,0.0,0.0,0,916029,0,179145,0,0
MED-736,2247865,0.0,0.9512586387527721,0.0,0.022246442735662505,0.0,0.026494918511565418,0,2138301,0,50007,0,59557
MED-741,2312040,0.016834051313991107,0.9831659486860089,0.0,0.0,0.0,0.0,38921,2273119,0,0,0,0
MED-818,1393000,0.0,0.9608686288585786,0.0,0.023325197415649677,0.0,0.015806173725771717,0,1338490,0,32492,0,22018
MED-1223,1464292,0.8752311697393689,0.12476883026063107,0.0,0.0,0.0,0.0,1281594,182698,0,0,0,0
MED-704,1381658,0.01654533900574527,0.3914058327024488,0.0,0.5827983480716646,0.0,0.009250480220141308,22860,540789,0,805228,0,12781
MED-797,2604406,0.0,1.0,0.0,0.0,0.0,0.0,0,2604406,0,0,0,0
MED-857,1606096,0.00833698608302368,0.9866421434335183,0.0,0.005020870483458025,0.0,0.0,13390,1584642,0,8064,0,0
MED-593,1567035,0.0,0.9920486779172131,0.0,0.00795132208278692,0.0,0.0,0,1554575,0,12460,0,0
MED-950,996915,0.03884082394186064,0.8515981803864924,0.0,0.09786190397375905,0.0,0.011699091697887985,38721,848971,0,97560,0,11663
MED-655,3265334,0.0024355854561891677,0.8134019368309643,0.0,0.18004528786335486,0.0,0.00411718984949166,7953,2656029,0,587908,0,13444
MED-622,2609325,0.14834986059613117,0.23754304274093874,0.0,0.6045571172621271,0.0,0.00954997940080289,387093,619827,0,1577486,0,24919
MED-725,1365803,0.0,1.0,0.0,0.0,0.0,0.0,0,1365803,0,0,0,0
MED-752,2544706,0.0,0.9959024736059883,0.0,0.0,0.0,0.004097526394011725,0,2534279,0,0,0,10427
MED-1247,1292711,0.0,1.0,0.0,0.0,0.0,0.0,0,1292711,0,0,0,0
MED-801,1159914,0.0200437273797885,0.8218798979924373,0.0,0.15807637462777413,0.0,0.0,23249,953310,0,183355,0,0
MED-995,1211796,0.0,0.9273235759154181,0.0,0.06341083812786971,0.0,0.009265585956712187,0,1123727,0,76841,0,11228
MED-610,3904643,0.0,1.0,0.0,0.0,0.0,0.0,0,3904643,0,0,0,0
MED-667,1711098,0.03381396039268353,0.716863674669715,0.0,0.23548505111922285,0.0,0.013837313818378608,57859,1226624,0,402938,0,23677
MED-689,1356840,0.02035759558975266,0.8453200082544736,0.0,0.02580849621178621,0.02014017865039356,0.08837372129359394,27622,1146964,0,35018,27327,119909
MED-717,1636955,0.0,1.0,0.0,0.0,0.0,0.0,0,1636955,0,0,0,0
MED-803,2200859,0.0,1.0,0.0,0.0,0.0,0.0,0,2200859,0,0,0,0
MED-657,2028597,0.1741839310617141,0.7009371501584593,0.0,0.11756598279500562,0.0,0.007312935984821037,353349,1421919,0,238494,0,14835
MED-620,2975145,0.0,1.0,0.0,0.0,0.0,0.0,0,2975145,0,0,0,0
MED-831,1822500,0.0,1.0,0.0,0.0,0.0,0.0,0,1822500,0,0,0,0
MED-846,1326860,1.0,0.0,0.0,0.0,0.0,0.0,1326860,0,0,0,0,0
MED-1190,1861042,0.0,1.0,0.0,0.0,0.0,0.0,0,1861042,0,0,0,0
MED-768,1666962,0.005088298353531754,0.924382799367952,0.0,0.039921725870175805,0.0,0.03060717640834044,8482,1540911,0,66548,0,51021
MED-762,1880399,0.007114979320878175,0.9823798034353347,0.0,0.01050521724378709,0.0,0.0,13379,1847266,0,19754,0,0
MED-867,1776757,0.028141721124498174,0.7487754374965175,0.0,0.19033778957955422,0.0,0.03274505179943008,50001,1330392,0,338184,0,58180
MED-810,2909769,0.0,1.0,0.0,0.0,0.0,0.0,0,2909769,0,0,0,0
MED-734,2592778,0.0,0.9951588604963479,0.0,0.0,0.0,0.0048411395036520675,0,2580226,0,0,0,12552
MED-1155,1910504,0.00409839497849782,0.9328449456269131,0.0,0.05864682827149276,0.0,0.004409831123096314,7830,1782204,0,112045,0,8425
MED-1122,3636569,0.0,1.0,0.0,0.0,0.0,0.0,0,3636569,0,0,0,0
MED-633,3500593,0.002740107176127016,0.9935025294285854,0.0,0.0037573633952875983,0.0,0.0,9592,3477848,0,13153,0,0
MED-591,1543911,0.0,0.9764941113833634,0.0,0.009172160830514194,0.0064485582394321955,0.00788516954669019,0,1507620,0,14161,9956,12174
MED-706,1443717,1.0,0.0,0.0,0.0,0.0,0.0,1443717,0,0,0,0,0
MED-698,3208409,0.005283927329713886,0.9947160726702862,0.0,0.0,0.0,0.0,16953,3191456,0,0,0,0
MED-1017,1110878,0.0,0.9895830145164456,0.0,0.01041698548355445,0.0,0.0,0,1099306,0,11572,0,0
MED-695,2846697,0.0027210482885955197,0.9838697269150879,0.0,0.013409224796316573,0.0,0.0,7746,2800779,0,38172,0,0
MED-671,3309648,0.0,0.9902781202109711,0.0,0.009721879789028925,0.0,0.0,0,3277472,0,32176,0,0
MED-792,2165014,0.0,0.9902887464007161,0.0,0.0,0.0,0.009711253599283884,0,2143989,0,0,0,21025
MED-928,3796047,0.0,1.0,0.0,0.0,0.0,0.0,0,3796047,0,0,0,0
MED-825,2606596,0.0,1.0,0.0,0.0,0.0,0.0,0,2606596,0,0,0,0
MED-1269,1932114,0.019529903515009984,0.9528226595325121,0.0,0.02764743695247796,0.0,0.0,37734,1840962,0,53418,0,0
MED-955,1488172,0.0,0.9661806565370132,0.0,0.0338193434629868,0.0,0.0,0,1437843,0,50329,0,0
MED-596,1820433,0.015263401619285083,0.3842212264884234,0.0,0.6005153718922915,0.0,0.0,27786,699449,0,1093198,0,0
MED-733,2274919,0.05100401376928146,0.8981449449408968,0.0,0.05085104128982175,0.0,0.0,116030,2043207,0,115682,0,0
MED-739,1312757,0.0,1.0,0.0,0.0,0.0,0.0,0,1312757,0,0,0,0
MED-718,1023051,0.0,0.9553238303857774,0.0,0.044676169614222556,0.0,0.0,0,977345,0,45706,0,0
MED-615,1657217,0.0,0.9913445251889161,0.0,0.008655474811083884,0.0,0.0,0,1642873,0,14344,0,0
MED-712,1570915,0.023590073301228903,0.911024466632504,0.0,0.0551703943243269,0.0,0.010215065741940206,37058,1431142,0,86668,0,16047
MED-585,2035001,0.008302698622752519,0.9152324740872363,0.0,0.04962847684104332,0.00444618946133196,0.02239016098763588,16896,1862499,0,100994,9048,45564
MED-1270,1367123,0.0,1.0,0.0,0.0,0.0,0.0,0,1367123,0,0,0,0
MED-650,1803804,0.0,1.0,0.0,0.0,0.0,0.0,0,1803804,0,0,0,0
MED-753,1158543,0.007667389125824419,0.9680063666173806,0.0,0.0,0.024326244256794957,0.0,8883,1121477,0,0,28183,0
MED-623,2493169,0.0036908849741032397,0.9908076829127909,0.0,0.0,0.0,0.005501432113105851,9202,2470251,0,0,0,13716
MED-759,1788781,0.030984228924614023,0.9487041734007684,0.0,0.02031159767461752,0.0,0.0,55424,1697024,0,36333,0,0
MED-899,1938004,0.9954675016150637,0.004532498384936254,0.0,0.0,0.0,0.0,1929220,8784,0,0,0,0
MED-716,3026532,0.0,1.0,0.0,0.0,0.0,0.0,0,3026532,0,0,0,0
MED-611,2063334,0.0,0.9944880470151706,0.0,0.0,0.0,0.005511952984829407,0,2051961,0,0,0,11373
MED-630,1285346,0.0,0.901181471759355,0.0,0.06530381702669942,0.014128491472335076,0.01938621974161043,0,1158330,0,83938,18160,24918
MED-740,945636,1.0,0.0,0.0,0.0,0.0,0.0,945636,0,0,0,0,0
MED-813,1445825,0.013311431189805129,0.1332450331125828,0.0,0.8481482890391299,0.005295246658482181,0.0,19246,192649,0,1226274,7656,0
MED-778,1433382,0.0,1.0,0.0,0.0,0.0,0.0,0,1433382,0,0,0,0
MED-796,2205922,0.011671310227650842,0.9678868971795014,0.0,0.01581062249707832,0.0,0.004631170095769479,25746,2135083,0,34877,0,10216
MED-598,1438732,0.01131204421671305,0.731218878846095,0.0,0.2472364554343686,0.0,0.01023262150282332,16275,1052028,0,355707,0,14722
MED-856,1796199,0.0,1.0,0.0,0.0,0.0,0.0,0,1796199,0,0,0,0
MED-921,2053674,0.9906864478003812,0.00931355219961883,0.0,0.0,0.0,0.0,2034547,19127,0,0,0,0
MED-595,2124773,0.0,0.9933639970010915,0.0,0.006636002998908589,0.0,0.0,0,2110673,0,14100,0,0
MED-696,1509949,0.0,1.0,0.0,0.0,0.0,0.0,0,1509949,0,0,0,0
MED-702,3141579,0.0,1.0,0.0,0.0,0.0,0.0,0,3141579,0,0,0,0
MED-104,868752,0.01954642982116876,0.9406942372506768,0.0,0.013110761183859145,0.0,0.026648571744295264,16981,817230,0,11390,0,23151
MED-637,2045228,0.0,1.0,0.0,0.0,0.0,0.0,0,2045228,0,0,0,0
MED-730,1478775,0.0,1.0,0.0,0.0,0.0,0.0,0,1478775,0,0,0,0
MED-747,1627873,0.0,1.0,0.0,0.0,0.0,0.0,0,1627873,0,0,0,0
MED-1093,2110723,0.9719238384193473,0.028076161580652695,0.0,0.0,0.0,0.0,2051462,59261,0,0,0,0
MED-766,1607840,0.06806958403821275,0.2473834461140412,0.0,0.684546969847746,0.0,0.0,109445,397753,0,1100642,0,0
MED-616,2163699,0.0,1.0,0.0,0.0,0.0,0.0,0,2163699,0,0,0,0
MED-870,1612743,0.9808140540681312,0.019185945931868873,0.0,0.0,0.0,0.0,1581801,30942,0,0,0,0
MED-653,3491745,0.0,1.0,0.0,0.0,0.0,0.0,0,3491745,0,0,0,0
MED-624,3706908,0.0,1.0,0.0,0.0,0.0,0.0,0,3706908,0,0,0,0
NP-955,3919939,0.011728243730323355,0.9762958046030819,0.0,0.011975951666594813,0.0,0.0,45974,3827020,0,46945,0,0
NP-90,3583678,0.0,1.0,0.0,0.0,0.0,0.0,0,3583678,0,0,0,0
NP-142,1131154,1.0,0.0,0.0,0.0,0.0,0.0,1131154,0,0,0,0,0
NP-107,2149549,0.0,0.940777344456907,0.0,0.05922265554309299,0.0,0.0,0,2022247,0,127302,0,0
NP-151,2462997,0.0,1.0,0.0,0.0,0.0,0.0,0,2462997,0,0,0,0
NP-89,3131483,0.0,0.9939766557889664,0.0,0.006023344211033559,0.0,0.0,0,3112621,0,18862,0,0
NP-10,4132734,0.0017177490736156743,0.9982822509263843,0.0,0.0,0.0,0.0,7099,4125635,0,0,0,0
NP-931,1820015,0.021317406724669852,0.8783828704708477,0.0,0.09317505624953641,0.0,0.0071246665549459754,38798,1598670,0,169580,0,12967
NP-6,7018685,0.0,0.9947512960048784,0.0,0.0,0.0,0.005248703995121593,0,6981846,0,0,0,36839
NP-55,1833259,0.0,0.990328698781787,0.0,0.00967130121821303,0.0,0.0,0,1815529,0,17730,0,0
NP-22,1106673,0.14185762189915177,0.16504604341119736,0.0,0.6708937509092568,0.0,0.02220258378039403,156990,182652,0,742460,0,24571
NP-113,4545880,0.0,1.0,0.0,0.0,0.0,0.0,0,4545880,0,0,0,0
NP-997,2432264,0.0037047787575690797,0.9135616035101453,0.0,0.08273361773228564,0.0,0.0,9011,2222023,0,201230,0,0
NP-1051,1153811,0.0,1.0,0.0,0.0,0.0,0.0,0,1153811,0,0,0,0
NP-25,2529929,0.0,1.0,0.0,0.0,0.0,0.0,0,2529929,0,0,0,0
NP-52,1965511,0.0,0.9947174042780732,0.0,0.005282595721926766,0.0,0.0,0,1955128,0,10383,0,0
NP-1,2301040,0.0,1.0,0.0,0.0,0.0,0.0,0,2301040,0,0,0,0
NP-156,2782502,0.0,1.0,0.0,0.0,0.0,0.0,0,2782502,0,0,0,0
NP-936,4639937,0.0,1.0,0.0,0.0,0.0,0.0,0,4639937,0,0,0,0
NP-36,4438399,0.0,1.0,0.0,0.0,0.0,0.0,0,4438399,0,0,0,0
NP-960,4153146,0.0,1.0,0.0,0.0,0.0,0.0,0,4153146,0,0,0,0
NP-1472,1521562,0.012048802480608743,0.9879511975193913,0.0,0.0,0.0,0.0,18333,1503229,0,0,0,0
NP-1070,1373961,0.3971874019713806,0.19402079098315017,0.0,0.40879180704546925,0.0,0.0,545720,266577,0,561664,0,0
NP-97,3509560,0.0,1.0,0.0,0.0,0.0,0.0,0,3509560,0,0,0,0
